id,manchete,f1,f2,f3
1116,"Fazenda eleva projeção de PIB de 2024 para 2,5%; expectativa para inflação também sobe, para 3,7%","O Ministério da Fazenda revisou para cima a projeção de crescimento do PIB em 2024 de 2,2% para 2,5%, apesar de considerar os impactos das chuvas no Rio Grande do Sul, que podem afetar atividades como agropecuária e indústria de transformação.","As estimativas para os anos seguintes permanecem inalteradas, com crescimento esperado de 2,8% em 2025 e 2,5% em 2026, 2027 e 2028, enquanto a inflação projetada para 2024 foi elevada de 3,5% para 3,7%.","A alta na previsão de inflação reflete efeitos da depreciação cambial e das fortes chuvas, embora a expectativa de normalização dos preços de alimentos indique uma possível redução futura nos índices inflacionários."
1117,"Brasil exporta 46,2% mais à UE, diz Icomex da FGV; vendas à China sobem 14,1%","O volume de exportações brasileiras para a União Europeia cresceu 46,2% em abril de 2024 em relação ao mesmo período de 2023, impulsionado por remessas de petróleo, café não torrado e farelo de soja.","Enquanto isso, as exportações para os Estados Unidos e China também apresentaram crescimento, de 22,0% e 14,1%, respectivamente, no mês, e o saldo da balança comercial acumulado de janeiro a abril foi de US$ 27,7 bilhões de superávit.","Apesar do bom desempenho em alguns mercados, as trocas comerciais com a União Europeia continuam deficitárias para o Brasil, que mantém a China como principal contribuinte para seu superávit comercial."
1118,Tem base o “argumento do excesso de capacidade produtiva de veículos de nova energia da China”?,"Vozes internacionais têm propagado a ideia de que o excesso de capacidade produtiva de veículos de nova energia da China causa preocupação global, mas essa narrativa é considerada falsa e prejudicial às relações comerciais.","A análise econômica e a realidade do mercado demonstram que o desequilíbrio entre oferta e demanda é comum e que a demanda por veículos de energia limpa ainda está em crescimento, especialmente para atingir metas de neutralidade de carbono.","Além disso, a crítica ao setor chinês é vista como uma manipulação política motivada pelo medo do crescimento da China, enquanto a cooperação entre China e Brasil no setor de veículos elétricos apresenta potencial de expansão e benefícios mútuos."
1119,"Acordo sobre desoneração será levado adiante por meio de projeto de lei, e não mais via STF","Efraim Filho apresentou um projeto de lei alinhado com o governo para manter a desoneração da folha de pagamento, que está suspensa por decisão do STF.","A Advocacia-Geral da União pretende solicitar a suspensão dos efeitos da liminar que derrubou a desoneração, enquanto algumas empresas já obtiveram liminares na Justiça para adiar o pagamento da reoneração.","O acordo entre o governo e o Congresso prevê a manutenção da desoneração em 2023 e uma reoneração gradual a partir de 2025, com decisões judiciais variando entre a suspensão e a aplicação imediata da cobrança."
1120,"Dirigente diz que se economia desacelerar, Fed cortará juros; se acelerar, terá que aumentar","Neel Kashkari, presidente do Fed de Minneapolis, afirmou que pode haver corte nos juros nos Estados Unidos se a economia desacelerar, mas não descartou aumentos caso a atividade volte a crescer.","Ele destacou que a demanda econômica permanece forte e que a economia americana está mais resiliente do que o esperado, com atenção especial ao setor imobiliário e à estabilidade dos preços do petróleo.","Kashkari também alertou que o aumento da dívida do governo pode elevar os custos de empréstimo no curto prazo, visando manter a inflação na meta de 2%."
1121,"Queda na produção de petróleo foi planejada, diz Prates","O presidente da Petrobras, Jean Paul Prates, afirmou que a queda na produção e no lucro no primeiro trimestre foi planejada e não compromete a estratégia de longo prazo da estatal.","Apesar das explicações, as ações da Petrobras tiveram desempenho negativo na bolsa, refletindo preocupações com os resultados financeiros divulgados.","A empresa manteve uma performance operacional sólida, com custos de extração baixos, mas enfrentou impacto nas receitas devido a fatores sazonais e paradas de manutenção."
1122,"CPI: inflação nos EUA recua para 0,3% em abril; taxa anual fica em 3,4%","O CPI dos Estados Unidos subiu 0,3% em abril, indicando desaceleração em relação a março, com a taxa anual atingindo 3,4%.","A alta de preços foi mais intensa nos setores de habitação e gasolina, enquanto o varejo apresentou recuo de 0,6%, reforçando expectativas de cortes de juros pelo mercado.","A persistente inflação acima da meta do Fed mantém os juros elevados, atraindo capitais estrangeiros e dificultando a captação de recursos por outros países, como o Brasil."
1123,"Prévia do PIB: IBC-Br recua 0,32% em março, mas termina 1º trimestre com alta de 1,08%","O Índice de Atividade Econômica do Banco Central (IBC-Br) registrou uma queda de 0,32% em março, o que representa o pior resultado desde dezembro do ano passado e a primeira redução após quatro altas consecutivas.","O índice, considerado uma prévia do PIB, serve como parâmetro para avaliar o ritmo da economia brasileira e orientar a política monetária, sendo utilizado pelo Comitê de Política Monetária (Copom).","Apesar da queda mensal, o acumulado em 12 meses apresentou alta de 1,68%, e o primeiro trimestre de 2024 fechou com expansão de 1,08%."
1124,"Bastidores: Costa e Mercadante foram cotados para Petrobras, mas perfil técnico de Magda prevaleceu","A demissão de Jean Paul Prates da presidência da Petrobras foi oficializada por Lula em março, após a decisão do conselho de não distribuir dividendos, e a escolha de seu substituto gerou especulações no governo.","Entre os nomes considerados, Magda Chambriard, com perfil técnico e experiência na Petrobras e na ANP, foi a preferida devido à sua aceitação pelo mercado e ao seu alinhamento com o governo, enquanto outros nomes, como Rui Costa e Aloizio Mercadante, enfrentaram resistências ou foram descartados.",A nomeação de Magda levanta dúvidas sobre suas prioridades e seu alinhamento com as áreas política e econômica do governo.
1125,Quem é Magda Chambriard? Conheça a nova presidente da Petrobras,"Jean Paul Prates foi demitido do cargo de presidente da Petrobras após uma crise relacionada à decisão do conselho de não distribuir dividendos extras de R$ 43,9 bilhões.","Magda Chambriard foi nomeada nova presidente da estatal, tendo experiência na ANP e na Petrobras, além de atuar como consultora na área de energia.","A mudança ocorre em um momento de instabilidade na companhia, marcada pela queda das ações na Bolsa após a controvérsia sobre os dividendos."
1126,Petrobras: Lula demite Jean Paul Prates e escolhe Magda Chambriard para presidência da petroleira,"A demissão de Jean Paul Prates da presidência da Petrobras foi confirmada pelo presidente Lula, que nomeou Magda Chambriard para liderar a estatal.","A saída de Prates ocorreu após tensões relacionadas à política de dividendos e resultados da empresa, impactando negativamente suas ações na bolsa.","Com essa mudança, a Petrobras terá seu sexto presidente em três anos, refletindo a instabilidade na gestão da companhia desde o governo Bolsonaro."
1127,Empresas estrangeiras depositam “voto de confiança” em economia chinesa,"Empresas estrangeiras continuam a aumentar seus investimentos na China, evidenciado por anúncios de expansão de grupos como Volkswagen e BMW, além do crescimento de 20,7% no número de novas empresas de investimento estrangeiro no primeiro trimestre de 2024.","Os dados indicam um aumento de 41,7% no valor do investimento estrangeiro em relação ao quarto trimestre de 2023, com destaque para o setor de manufatura de alta tecnologia, que cresceu 169,7% em relação ao ano anterior.","A percepção das empresas estrangeiras sobre o ambiente de negócios na China tem melhorado, impulsionada por políticas de facilitação e incentivos regionais, refletindo um forte “voto de confiança” na economia chinesa."
1128,"Análise: após ata do Copom, apostas migram para fim do ciclo de cortes entre 10% e 10,5% ao ano","O Banco Central demonstrou preocupação com a desancoragem das expectativas de inflação para 2024 e 2025, após a decisão de reduzir a taxa de juros em 0,25 ponto percentual, apesar da divisão entre os diretores.","A ata do Copom reforçou o compromisso com a meta de inflação e indicou que o ciclo de afrouxamento monetário está próximo do fim, com possibilidade de apenas mais um ou dois cortes na taxa Selic.","As expectativas de inflação e o cenário externo incerto podem levar à manutenção da taxa em 10,5% ao final de 2024, impactando a credibilidade do Banco Central."
1129,Haddad diz que racha no Copom tinha mais rumor do que verdade: ‘Está tudo tranquilo lá’,"Na semana passada, o Copom reduziu a taxa Selic em 0,25 ponto porcentual, de 10,75% para 10,50% ao ano, com votação dividida entre os diretores indicados por Lula e os que estavam na gestão anterior.","A ata revelou divergências técnicas entre os membros, indicando possíveis mudanças na postura do Comitê em relação ao controle da inflação, especialmente com a presença de indicados do governo na liderança do BC.","O mercado interpretou essa divisão como um sinal de que o Comitê pode ser mais leniente na política de juros no futuro, influenciado pelo cenário político e pelas críticas do presidente Lula ao atual presidente do BC, Roberto Campos Neto."
